#	DATOS	Langostino	amarillo	área	norte	2017
#	n	yrs
33
#n	ages
11
#n	tallas																																																
43
#Yrs	desem	cpue	Bcru	ph	cv_desem	cv_CPUE	cv_Cru	cv_ph	n_mf	n_hf	n_mc	n_hc	#																																				
1985	1897	0	0	0.5	0.1	0.15	0.3	0.05	50	50	25	25	#
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.030	0.050	0.070	0.090	0.110	0.110	0.100	0.090	0.070	0.070	0.040	0.040	0.030	0.020	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.040	0.060	0.070	0.080	0.090	0.100	0.110	0.090	0.080	0.060	0.050	0.040	0.030	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.030	0.040	0.060	0.080	0.100	0.110	0.110	0.100	0.080	0.070	0.050	0.040	0.030	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.030	0.040	0.050	0.070	0.100	0.090	0.090	0.060	0.060	0.050	0.050	0.050	0.060	0.050	0.050	0.030	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.040	0.070	0.100	0.150	0.180	0.150	0.110	0.080	0.030	0.030	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.050	0.080	0.130	0.160	0.170	0.150	0.100	0.070	0.040	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010	0.020	0.030	0.040	0.050	0.050	0.070	0.100	0.110	0.110	0.100	0.090	0.060	0.050	0.040	0.020	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.030	0.040	0.060	0.070	0.080	0.080	0.090	0.070	0.080	0.060	0.050	0.050	0.040	0.040	0.040	0.020	0.020	0.010	0.010	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.040	0.070	0.100	0.120	0.130	0.110	0.100	0.080	0.070	0.050	0.030	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.040	0.060	0.090	0.110	0.130	0.140	0.120	0.110	0.060	0.040	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.040	0.070	0.100	0.120	0.130	0.130	0.110	0.090	0.070	0.050	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.030	0.030	0.050	0.070	0.100	0.060	0.070	0.070	0.070	0.040	0.070	0.030	0.030	0.060	0.060	0.020	0.030	0.010	0.020	0.010	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.020	0.030	0.030	0.050	0.080	0.120	0.120	0.110	0.090	0.070	0.060	0.050	0.050	0.030	0.030	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.030	0.050	0.070	0.060	0.070	0.080	0.110	0.100	0.110	0.090	0.060	0.060	0.040	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.040	0.060	0.100	0.200	0.160	0.150	0.100	0.070	0.040	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.030	0.050	0.080	0.140	0.110	0.100	0.100	0.060	0.040	0.040	0.080	0.050	0.020	0.040	0.010	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.060	0.120	0.180	0.160	0.150	0.120	0.090	0.050	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.030	0.010	0.040	0.130	0.180	0.110	0.130	0.120	0.070	0.080	0.040	0.010	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.080	0.120	0.110	0.130	0.090	0.110	0.070	0.090	0.070	0.040	0.020	0.010	0.000	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.070	0.120	0.160	0.190	0.140	0.120	0.060	0.050	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.130	0.190	0.170	0.100	0.070	0.090	0.080	0.090	0.060	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.008	0.015	0.019	0.059	0.114	0.106	0.125	0.159	0.124	0.096	0.065	0.039	0.027	0.014	0.013	0.004	0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.001	0.002	0.006	0.011	0.026	0.053	0.092	0.135	0.177	0.176	0.152	0.102	0.040	0.015	0.006	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.008	0.008	0.011	0.034	0.049	0.060	0.074	0.093	0.126	0.108	0.099	0.130	0.048	0.027	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.006	0.010	0.010	0.016	0.013
#	Crucero	-	Machos																																														
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
