#	DATOS	Langostino	amarillo	área	norte	2017
#	n	yrs
33
#n	ages
11
#n	tallas																																																
43
#Yrs	desem	cpue	Bcru	ph	cv_desem	cv_CPUE	cv_Cru	cv_ph	n_mf	n_hf	n_mc	n_hc	#																																				
1985	1897	0	0	0.5	0.1	0.15	0.3	0.05	50	50	25	25	#
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010	0.020	0.020	0.030	0.030	0.040	0.040	0.060	0.050	0.060	0.050	0.060	0.070	0.070	0.070	0.080	0.060	0.060	0.040	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.030	0.030	0.050	0.050	0.070	0.060	0.060	0.070	0.050	0.060	0.050	0.060	0.060	0.050	0.050	0.050	0.040	0.030	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.020	0.020	0.020	0.020	0.030	0.030	0.030	0.040	0.040	0.040	0.040	0.040	0.050	0.070	0.040	0.060	0.060	0.060	0.050	0.040	0.040	0.020	0.020	0.010	0.010	0.000	0.010	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.030	0.040	0.060	0.060	0.050	0.050	0.050	0.040	0.050	0.050	0.050	0.050	0.050	0.050	0.040	0.060	0.040	0.030	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.030	0.040	0.050	0.060	0.070	0.060	0.080	0.060	0.060	0.050	0.050	0.050	0.050	0.050	0.040	0.040	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.030	0.030	0.040	0.050	0.060	0.050	0.060	0.090	0.100	0.070	0.070	0.060	0.050	0.040	0.030	0.020	0.020	0.020	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.020	0.020	0.030	0.030	0.040	0.040	0.050	0.050	0.050	0.050	0.060	0.080	0.080	0.050	0.060	0.060	0.050	0.040	0.030	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.030	0.040	0.050	0.050	0.060	0.050	0.060	0.060	0.070	0.080	0.070	0.060	0.060	0.050	0.060	0.030	0.020	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.030	0.030	0.040	0.040	0.050	0.050	0.070	0.070	0.100	0.100	0.090	0.070	0.050	0.040	0.030	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.030	0.040	0.050	0.060	0.070	0.060	0.070	0.060	0.070	0.080	0.080	0.080	0.060	0.040	0.040	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010	0.020	0.030	0.030	0.040	0.040	0.050	0.050	0.070	0.080	0.090	0.090	0.090	0.080	0.060	0.050	0.040	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010	0.020	0.020	0.020	0.030	0.030	0.040	0.040	0.050	0.060	0.060	0.070	0.080	0.100	0.090	0.090	0.070	0.040	0.030	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.010	0.010	0.020	0.030	0.030	0.040	0.060	0.080	0.090	0.080	0.080	0.080	0.070	0.080	0.070	0.050	0.030	0.020	0.010	0.010	0.000	0.000	0.010	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.010	0.020	0.020	0.020	0.030	0.040	0.060	0.070	0.080	0.080	0.090	0.090	0.090	0.080	0.070	0.050	0.040	0.030	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.030	0.040	0.060	0.080	0.080	0.090	0.110	0.100	0.090	0.090	0.060	0.050	0.030	0.030	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.005	0.005	0.008	0.009	0.013	0.014	0.016	0.035	0.041	0.052	0.070	0.071	0.083	0.076	0.088	0.089	0.082	0.076	0.060	0.040	0.029	0.016	0.008	0.008	0.002	0.000	0.001	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
#	Crucero	-	Hembras																																														
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.020	0.040	0.070	0.100	0.140	0.170	0.140	0.100	0.050	0.030	0.010	0.010	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.040	0.060	0.080	0.090	0.080	0.080	0.060	0.050	0.040	0.060	0.060	0.060	0.050	0.040	0.030	0.030	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.040	0.040	0.060	0.040	0.050	0.060	0.050	0.060	0.070	0.070	0.070	0.070	0.080	0.070	0.050	0.040	0.020	0.020	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.040	0.090	0.120	0.140	0.120	0.070	0.060	0.070	0.060	0.050	0.040	0.040	0.030	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.030	0.040	0.060	0.080	0.110	0.120	0.120	0.110	0.080	0.060	0.050	0.030	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.030	0.050	0.060	0.090	0.110	0.110	0.090	0.060	0.070	0.060	0.070	0.040	0.040	0.030	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.030	0.040	0.040	0.060	0.090	0.110	0.100	0.100	0.090	0.080	0.080	0.060	0.020	0.020	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.050	0.050	0.080	0.080	0.090	0.120	0.090	0.100	0.080	0.060	0.050	0.020	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.030	0.050	0.060	0.080	0.110	0.150	0.140	0.110	0.070	0.040	0.040	0.020	0.010	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.040	0.080	0.120	0.140	0.150	0.130	0.120	0.080	0.050	0.030	0.020	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.030	0.050	0.120	0.150	0.170	0.140	0.120	0.070	0.040	0.020	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.020	0.020	0.020	0.040	0.070	0.130	0.160	0.200	0.150	0.080	0.050	0.020	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.020	0.010	0.030	0.050	0.070	0.110	0.100	0.150	0.140	0.120	0.050	0.030	0.020	0.010	0.020	0.020	0.010	0.010	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.020	0.040	0.060	0.100	0.160	0.170	0.150	0.100	0.070	0.040	0.020	0.010	0.010	0.010	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000							
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.050	0.070	0.120	0.130	0.160	0.160	0.120	0.070	0.060	0.020	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.002	0.003	0.014	0.014	0.022	0.037	0.053	0.098	0.110	0.147	0.123	0.123	0.084	0.045	0.036	0.033	0.026	0.015	0.006	0.003	0.002	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
#	Msex
0.033	0.04	0.049	0.061	0.074	0.091	0.11	0.133	0.16	0.192	0.228	0.268	0.313	0.361	0.412	0.466	0.52	0.574	0.626	0.675	0.721	0.762	0.799	0.832	0.86	0.884	0.905	0.922	0.936	0.948	0.958	0.966	0.972	0.977	0.982	0.985	0.988	0.99	0.992	0.994	0.995	1	1
#	Peso	medio	machos																																														
0.604	0.811	1.06	1.357	1.705	2.109	2.574	3.103	3.702	4.374	5.124	5.957	6.877	7.889	8.997	10.205	11.519	12.944	14.483	16.141	17.923	19.834	21.879	24.061	26.387	28.86	31.486	34.269	37.214	40.325	43.609	47.069	50.71	54.538	58.556	62.771	67.186	71.808	76.64	81.687	86.956	92.45	98.174							
#	Peso	medio	hembras																																														
0.698	0.925	1.197	1.517	1.89	2.319	2.809	3.362	3.984	4.677	5.447	6.296	7.23	8.25	9.363	10.571	11.878	13.289	14.807	16.436	18.18	20.043	22.029	24.142	26.386	28.764	31.281	33.94	36.745	39.701	42.811	46.079	49.509	53.105	56.871	60.811	64.928	69.227	73.711	78.385	83.252	88.316	93.581
